Player,,Loan: start/end,Age,Nationality,Region Nat,Position,Market value,From Team,From League,From Region,From Country,From Level,To Team,To League,To Region,To Country,To Level,End of Loan Date,Fee,Transfer ID
Jorge Herrando,In,No,22,Spain,Europe,Centre-Back,"400,000",CA Osasuna Prom,"Primera Federación - Grupo I, Spain","Europe, ex. Top Leagues",Spain,Third Tier,CA Osasuna,"LaLiga, Spain",Top,Spain,First Tier,,0,1264
Fermín López,In,No,20,Spain,Europe,Central Midfield,"300,000",Barça Atlètic,"Primera Federación - Grupo I, Spain","Europe, ex. Top Leagues",Spain,Third Tier,Barcelona,"LaLiga, Spain",Top,Spain,First Tier,,0,789
Iker Benito,In,No,20,Spain,Europe,Right Winger,"300,000",CA Osasuna Prom,"Primera Federación - Grupo I, Spain","Europe, ex. Top Leagues",Spain,Third Tier,CA Osasuna,"LaLiga, Spain",Top,Spain,First Tier,,0,1021
Javier Martón,In,No,24,Spain,Europe,Centre-Forward,"300,000",Real Sociedad B,"Primera Federación - Grupo I, Spain","Europe, ex. Top Leagues",Spain,Third Tier,Athletic,"LaLiga, Spain",Top,Spain,First Tier,,0,1135
Sergi Altimira,In,No,21,Spain,Europe,Central Midfield,"300,000",CE Sabadell,"Primera Federación - Grupo I, Spain","Europe, ex. Top Leagues",Spain,Third Tier,Getafe,"LaLiga, Spain",Top,Spain,First Tier,,0,2343
Unai Marrero,In,No,21,Spain,Europe,Goalkeeper,"250,000",Real Sociedad B,"Primera Federación - Grupo I, Spain","Europe, ex. Top Leagues",Spain,Third Tier,Real Sociedad,"LaLiga, Spain",Top,Spain,First Tier,,0,2542
Hugo Sotelo,In,No,19,Spain,Europe,Central Midfield,"150,000",Celta Fortuna,"Primera Federación - Grupo I, Spain","Europe, ex. Top Leagues",Spain,Third Tier,Celta de Vigo,"LaLiga, Spain",Top,Spain,First Tier,,0,1002
Lautaro de León,In,No,22,Uruguay,South America,Centre-Forward,"300,000",Celta Fortuna,"Primera Federación - Grupo I, Spain","Europe, ex. Top Leagues",Spain,Third Tier,Celta de Vigo,"LaLiga, Spain",Top,Spain,First Tier,,0,1446
Arnau Tenas,In,No,22,Spain,Europe,Goalkeeper,"5,000,000",Barça Atlètic,"Primera Federación - Grupo I, Spain","Europe, ex. Top Leagues",Spain,Third Tier,Paris SG,"Ligue 1, France",Top,France,First Tier,,0,295
Germán Valera,In,No,21,Spain,Europe,Right Winger,"1,500,000",Atl. Madrid B,"Primera Federación - Grupo II, Spain","Europe, ex. Top Leagues",Spain,Third Tier,Atlético Madrid,"LaLiga, Spain",Top,Spain,First Tier,,0,890
Cristian Herrera,In,No,32,Spain,Europe,Centre-Forward,"600,000",UD Ibiza,"Primera Federación - Grupo II, Spain","Europe, ex. Top Leagues",Spain,Third Tier,UD Las Palmas,"LaLiga, Spain",Top,Spain,First Tier,,0,526
Carlos Martín,In,No,21,Spain,Europe,Centre-Forward,"500,000",Atl. Madrid B,"Primera Federación - Grupo II, Spain","Europe, ex. Top Leagues",Spain,Third Tier,Atlético Madrid,"LaLiga, Spain",Top,Spain,First Tier,,0,449
Rafa Marín,In,No,21,Spain,Europe,Centre-Back,"500,000",RM Castilla,"Primera Federación - Grupo II, Spain","Europe, ex. Top Leagues",Spain,Third Tier,Real Madrid,"LaLiga, Spain",Top,Spain,First Tier,,0,2127
Samu Omorodion,In,No,19,Spain,Europe,Centre-Forward,"200,000",Recre Granada,"Primera Federación - Grupo II, Spain","Europe, ex. Top Leagues",Spain,Third Tier,Granada CF,"LaLiga, Spain",Top,Spain,First Tier,,0,2289
Kandet Diawara,In,No,23,France,Europe,Left Winger,"250,000",APOEL Nicosia,"Protathlima Cyta, Cyprus","Europe, ex. Top Leagues",Cyprus,First Tier,Le Havre AC,"Ligue 1, France",Top,France,First Tier,,0,1356
Grant-Leon Ranos,In,No,19,Armenia,Europe,Centre-Forward,"1,000,000",FC Bayern II,"Regionalliga Bayern, German","Europe, ex. Top Leagues",Germany,Fourth Tier,Bor. M'gladbach,"Bundesliga, German",Top,Germany,First Tier,,0,946
Frans Krätzig,In,No,20,Germany,Europe,Left-Back,"150,000",FC Bayern II,"Regionalliga Bayern, German","Europe, ex. Top Leagues",Germany,Fourth Tier,Bayern Munich,"Bundesliga, German",Top,Germany,First Tier,,0,844
Tom Hülsmann,In,No,19,Germany,Europe,Goalkeeper,"75,000",FC Bayern II,"Regionalliga Bayern, German","Europe, ex. Top Leagues",Germany,Fourth Tier,Bayern Munich,"Bundesliga, German",Top,Germany,First Tier,,0,2502
Marvin Cuni,In,No,21,Albania,Europe,Centre-Forward,"400,000",FC Bayern II,"Regionalliga Bayern, German","Europe, ex. Top Leagues",Germany,Fourth Tier,Frosinone,"Serie A, Italy",Top,Italy,First Tier,,0,1698
Lukas Ullrich,In,No,19,Germany,Europe,Left-Back,"750,000",Hertha BSC II,"Regionalliga Northeast, German","Europe, ex. Top Leagues",Germany,Fourth Tier,Bor. M'gladbach,"Bundesliga, German",Top,Germany,First Tier,,0,1575
Dario Gebuhr,In,No,20,Germany,Europe,Centre-Back,"400,000",E. Frankfurt II,"Regionalliga Südwest, German","Europe, ex. Top Leagues",Germany,Fourth Tier,E. Frankfurt,"Bundesliga, German",Top,Germany,First Tier,,0,561
Joshua Quarshie,In,No,19,Germany,Europe,Centre-Back,"250,000",Hoffenheim II,"Regionalliga Südwest, German","Europe, ex. Top Leagues",Germany,Fourth Tier,TSG Hoffenheim,"Bundesliga, German",Top,Germany,First Tier,,0,1290
Bambasé Conté,In,No,20,Germany,Europe,Left Winger,"200,000",Hoffenheim II,"Regionalliga Südwest, German","Europe, ex. Top Leagues",Germany,Fourth Tier,TSG Hoffenheim,"Bundesliga, German",Top,Germany,First Tier,,0,338
Lucas Laux,In,No,20,Germany,Europe,Centre-Back,"175,000",FSV Mainz 05 II,"Regionalliga Südwest, German","Europe, ex. Top Leagues",Germany,Fourth Tier,1.FSV Mainz 05,"Bundesliga, German",Top,Germany,First Tier,,0,1538
Harpreet Ghotra,In,No,20,Germany,Europe,Central Midfield,"100,000",E. Frankfurt II,"Regionalliga Südwest, German","Europe, ex. Top Leagues",Germany,Fourth Tier,E. Frankfurt,"Bundesliga, German",Top,Germany,First Tier,,0,975
Álex Balboa,In,No,22,Equatorial Guinea,Africa,Central Midfield,"150,000",Depor. Alavés B,"Segunda Federación - Grupo II, Spain","Europe, ex. Top Leagues",Spain,Fourth Tier,Alavés,"LaLiga, Spain",Top,Spain,First Tier,,0,101
Alan Godoy,In,No,20,Spain,Europe,Centre-Forward,"150,000",Depor. Alavés B,"Segunda Federación - Grupo II, Spain","Europe, ex. Top Leagues",Spain,Fourth Tier,Alavés,"LaLiga, Spain",Top,Spain,First Tier,,0,62
Javi Guerra,In,No,20,Spain,Europe,Central Midfield,"2,000,000",Valencia B,"Segunda Federación - Grupo III, Spain","Europe, ex. Top Leagues",Spain,Fourth Tier,Valencia,"LaLiga, Spain",Top,Spain,First Tier,,0,1125
Diego López,In,No,21,Spain,Europe,Left Winger,"1,500,000",Valencia B,"Segunda Federación - Grupo III, Spain","Europe, ex. Top Leagues",Spain,Fourth Tier,Valencia,"LaLiga, Spain",Top,Spain,First Tier,,0,620
Alberto Marí,In,No,22,Spain,Europe,Centre-Forward,"800,000",Valencia B,"Segunda Federación - Grupo III, Spain","Europe, ex. Top Leagues",Spain,Fourth Tier,Valencia,"LaLiga, Spain",Top,Spain,First Tier,,0,70
Fran Pérez,In,No,20,Spain,Europe,Right Winger,"500,000",Valencia B,"Segunda Federación - Grupo III, Spain","Europe, ex. Top Leagues",Spain,Fourth Tier,Valencia,"LaLiga, Spain",Top,Spain,First Tier,,0,822
Juan Cruz,In,No,23,Spain,Europe,Right Winger,"1,500,000",Betis Deportivo,"Segunda Federación - Grupo IV, Spain","Europe, ex. Top Leagues",Spain,Fourth Tier,Real Betis,"LaLiga, Spain",Top,Spain,First Tier,,0,1303
Adu Ares,In,No,21,Spain,Europe,Left Winger,"500,000",Bilbao Athletic,"Segunda Federación - Grupo IV, Spain","Europe, ex. Top Leagues",Spain,Fourth Tier,Athletic,"LaLiga, Spain",Top,Spain,First Tier,,0,51
Assane Diao,In,No,18,Spain,Europe,Left Winger,"200,000",Betis Deportivo,"Segunda Federación - Grupo IV, Spain","Europe, ex. Top Leagues",Spain,Fourth Tier,Real Betis,"LaLiga, Spain",Top,Spain,First Tier,,0,321
Félix Garreta,In,No,19,Spain,Europe,Centre-Back,"200,000",Betis Deportivo,"Segunda Federación - Grupo IV, Spain","Europe, ex. Top Leagues",Spain,Fourth Tier,Real Betis,"LaLiga, Spain",Top,Spain,First Tier,,0,781
Unai Gómez,In,No,20,Spain,Europe,Central Midfield,"100,000",Bilbao Athletic,"Segunda Federación - Grupo IV, Spain","Europe, ex. Top Leagues",Spain,Fourth Tier,Athletic,"LaLiga, Spain",Top,Spain,First Tier,,0,2541
Francisco Mwepu,In,No,23,Zambia,Africa,Centre-Forward,"150,000",Cádiz B,"Segunda Federación - Grupo IV, Spain","Europe, ex. Top Leagues",Spain,Fourth Tier,Cádiz CF,"LaLiga, Spain",Top,Spain,First Tier,,0,836
Lukas Klitten,Out,No,23,Denmark,Europe,Left-Back,"300,000",Frosinone,"Serie A, Italy",Top,Italy,First Tier,Hobro IK,"1.Division, Denmark","Europe, ex. Top Leagues",Denmark,Second Tier,,0,1574
Kingsley Michael,Out,No,24,Nigeria,Africa,Central Midfield,"250,000",Bologna,"Serie A, Italy",Top,Italy,First Tier,DSV Leoben,"2. Liga, Austria","Europe, ex. Top Leagues",Austria,Second Tier,,0,1411
Kacper Zielski,Out,No,20,Poland,Europe,Central Midfield,0,Genoa,"Serie A, Italy",Top,Italy,First Tier,Rakow II,"3 Liga - Group III, Poland","Europe, ex. Top Leagues",Poland,Fourth Tier,,0,1349
Tolgay Arslan,Out,No,32,Germany,Europe,Central Midfield,"1,400,000",Udinese Calcio,"Serie A, Italy",Top,Italy,First Tier,Melbourne City,"A-League Men, Australia",Asia,Australia,First Tier,,0,2498
Leonardo Bonucci,Inside,No,36,Italy,Europe,Centre-Back,"1,500,000",Juventus,"Serie A, Italy",Top,Italy,First Tier,Union Berlin,"Bundesliga, German",Top,Germany,First Tier,,0,1461
Gary Medel,Out,No,35,Chile,South America,Defensive Midfield,"800,000",Bologna,"Serie A, Italy",Top,Italy,First Tier,Vasco da Gama,Campeonato Brasileiro Série A,South America,Brazil,First Tier,,0,872
Antonio Mionic,Out,No,22,Croatia,Europe,Central Midfield,"125,000",AC Milan,"Serie A, Italy",Top,Italy,First Tier,SK Lisen,"Fortuna Narodni liga, Czech","Europe, ex. Top Leagues",Czech,Second Tier,,0,271
Jony,Out,No,32,Spain,Europe,Left Winger,"500,000",Lazio,"Serie A, Italy",Top,Italy,First Tier,FC Cartagena,"LaLiga2, Spain","Europe, ex. Top Leagues",Spain,Second Tier,,0,1246
Ángel Di María,Out,No,35,Argentina,South America,Right Winger,"8,000,000",Juventus,"Serie A, Italy",Top,Italy,First Tier,Benfica,Liga Portugal,"Europe, ex. Top Leagues",Portugal,First Tier,,0,236
Cristo,Out,No,25,Spain,Europe,Second Striker,"2,000,000",Udinese Calcio,"Serie A, Italy",Top,Italy,First Tier,Arouca,Liga Portugal,"Europe, ex. Top Leagues",Portugal,First Tier,,0,531
Abdoulaye Touré,Inside,No,29,Guinea,Africa,Defensive Midfield,"1,300,000",Genoa,"Serie A, Italy",Top,Italy,First Tier,Le Havre AC,"Ligue 1, France",Top,France,First Tier,,0,24
Milan Skriniar,Inside,No,28,Slovakia,Europe,Centre-Back,"50,000,000",Inter,"Serie A, Italy",Top,Italy,First Tier,Paris SG,"Ligue 1, France",Top,France,First Tier,,0,1846
Roberto Pereyra,Out,No,32,Argentina,South America,Central Midfield,"3,500,000",Udinese Calcio,"Serie A, Italy",Top,Italy,First Tier,Without Club,No league,No Club,-,No tier,,0,2198
Stefan Ilsanker,Out,No,34,Austria,Europe,Defensive Midfield,"500,000",Genoa,"Serie A, Italy",Top,Italy,First Tier,Without Club,No league,No Club,-,No tier,,0,2399
Dalbert,Out,No,29,Brazil,South America,Left-Back,"1,000,000",Inter,"Serie A, Italy",Top,Italy,First Tier,Without Club,No league,No Club,-,No tier,,0,534
Ante Coric,Out,No,26,Croatia,Europe,Attacking Midfield,"300,000",AS Roma,"Serie A, Italy",Top,Italy,First Tier,Without Club,No league,No Club,-,No tier,,0,251
Riza Durmisi,Out,No,29,Denmark,Europe,Left-Back,"300,000",Lazio,"Serie A, Italy",Top,Italy,First Tier,Without Club,No league,No Club,-,No tier,,0,2185
William Bianda,Out,No,23,France,Europe,Centre-Back,"200,000",AS Roma,"Serie A, Italy",Top,Italy,First Tier,Without Club,No league,No club,-,No tier,,0,2600
Roberto Soriano,Out,No,32,Italy,Europe,Attacking Midfield,"2,500,000",Bologna,"Serie A, Italy",Top,Italy,First Tier,Without Club,No league,No Club,-,No tier,,0,2203
Marco Benassi,Out,No,28,Italy,Europe,Central Midfield,"1,500,000",Fiorentina,"Serie A, Italy",Top,Italy,First Tier,Without Club,No league,No Club,-,No tier,,0,1643
Nicola Sansone,Out,No,31,Italy,Europe,Left Winger,"1,500,000",Bologna,"Serie A, Italy",Top,Italy,First Tier,Without Club,No league,No Club,-,No tier,,0,1949
Giulio Donati,Out,No,33,Italy,Europe,Right-Back,"500,000",Monza,"Serie A, Italy",Top,Italy,First Tier,Without Club,No league,No Club,-,No tier,,0,924
Salvatore Sirigu,Out,No,36,Italy,Europe,Goalkeeper,"500,000",Fiorentina,"Serie A, Italy",Top,Italy,First Tier,Without Club,No league,No Club,-,No tier,,0,2272
Alessandro Tuia,Out,No,33,Italy,Europe,Centre-Back,"400,000",Lecce,"Serie A, Italy",Top,Italy,First Tier,Without Club,No league,No Club,-,No tier,,0,92
Alex Cordaz,Out,No,40,Italy,Europe,Goalkeeper,"200,000",Inter,"Serie A, Italy",Top,Italy,First Tier,Without Club,No league,No Club,-,No tier,,0,105
Davide Zugaro De Matteis,Out,No,23,Italy,Europe,Left-Back,"175,000",Inter,"Serie A, Italy",Top,Italy,First Tier,Without Club,No league,No club,-,No tier,,0,584
Simone Muratore,Out,No,25,Italy,Europe,Central Midfield,"100,000",Atalanta BC,"Serie A, Italy",Top,Italy,First Tier,Without Club,No league,No club,-,No tier,,0,2380
Tommaso Morosini,Out,No,31,Italy,Europe,Central Midfield,"100,000",Monza,"Serie A, Italy",Top,Italy,First Tier,Cisanese,No league,No club,-,No tier,,0,2519
Andrea Errico,Out,No,24,Italy,Europe,Midfield,"75,000",Frosinone,"Serie A, Italy",Top,Italy,First Tier,Without Club,No league,No club,-,No tier,,0,187
Filippo Frison,Out,No,20,Italy,Europe,Centre-Back,"75,000",Fiorentina,"Serie A, Italy",Top,Italy,First Tier,Without Club,No league,No club,-,No tier,,0,797
Luca Matarese,Out,No,25,Italy,Europe,Left Winger,"75,000",Frosinone,"Serie A, Italy",Top,Italy,First Tier,Without Club,No league,No club,-,No tier,,0,1521
Fabrizio Bagheria,Out,No,22,Italy,Europe,Goalkeeper,"50,000",Inter,"Serie A, Italy",Top,Italy,First Tier,Without Club,No league,No club,-,No tier,,0,762
Giuseppe Marcianò,Out,No,23,Italy,Europe,Goalkeeper,"50,000",Frosinone,"Serie A, Italy",Top,Italy,First Tier,Without Club,No league,No club,-,No tier,,0,931
Matteo Fiorenza,Out,No,20,Italy,Europe,Goalkeeper,"50,000",Torino,"Serie A, Italy",Top,Italy,First Tier,Without Club,No league,No club,-,No tier,,0,1755
Simone Stampete,Out,No,20,Italy,Europe,Centre-Forward,"50,000",Frosinone,"Serie A, Italy",Top,Italy,First Tier,Without Club,No league,No club,-,No tier,,0,2384
Cristian Macrì,Out,No,20,Italy,Europe,Central Midfield,"25,000",Lecce,"Serie A, Italy",Top,Italy,First Tier,Without Club,No league,No club,-,No tier,,0,527
Matteo Pinelli,Out,No,22,Italy,Europe,Left-Back,"25,000",Sassuolo,"Serie A, Italy",Top,Italy,First Tier,Without Club,No league,No club,-,No tier,,0,1760
Domenico Criscito,Out,No,36,Italy,Europe,Left-Back,0,Genoa,"Serie A, Italy",Top,Italy,First Tier,Retired,No league,Retired,-,Retired,,0,654
Samir Ujkani,Out,No,34,Kosovo,Europe,Goalkeeper,"100,000",FC Empoli,"Serie A, Italy",Top,Italy,First Tier,Without Club,No league,No club,-,No tier,,0,2284
Marvin Zeegelaar,Out,No,32,Netherlands,Europe,Centre-Back,"400,000",Udinese Calcio,"Serie A, Italy",Top,Italy,First Tier,Without Club,No league,No Club,-,No tier,,0,1708
Mohamed Ihattaren,Out,No,21,Netherlands,Europe,Attacking Midfield,"300,000",Juventus,"Serie A, Italy",Top,Italy,First Tier,Without Club,No league,No Club,-,No tier,,0,1862
Stefan Radu,Out,No,36,Romania,Europe,Left-Back,0,Lazio,"Serie A, Italy",Top,Italy,First Tier,Retired,No league,Retired,-,Retired,,0,2402
Khadim Ndiaye,Out,No,23,Senegal,Africa,Goalkeeper,0,Atalanta BC,"Serie A, Italy",Top,Italy,First Tier,Without Club,No league,No club,-,No tier,,0,1402
Milan Kremenovic,Out,No,21,Serbia,Europe,Centre-Back,"100,000",Frosinone,"Serie A, Italy",Top,Italy,First Tier,Without Club,No league,No club,-,No tier,,0,1845
Samir Handanovic,Out,No,38,Slovenia,Europe,Goalkeeper,0,Inter,"Serie A, Italy",Top,Italy,First Tier,Retired,No league,Retired,-,Retired,,0,2283
Zlatan Ibrahimović,Out,No,41,Sweden,Europe,Centre-Forward,0,AC Milan,"Serie A, Italy",Top,Italy,First Tier,Retired,No league,Retired,-,Retired,,0,2672
Ola Aina,Inside,No,26,Nigeria,Africa,Right-Back,"5,000,000",Torino,"Serie A, Italy",Top,Italy,First Tier,Nottm Forest,"Premier League, England",Top,England,First Tier,,0,2004
Alessio Piazza,Out,No,21,Italy,Europe,Left Winger,"10,000",Lecce,"Serie A, Italy",Top,Italy,First Tier,Santa Lucia FC,"Premier League, Malta","Europe, ex. Top Leagues",Malta,First Tier,,0,97
Alexander Satariano,Out,No,21,Malta,Europe,Centre-Forward,"250,000",Frosinone,"Serie A, Italy",Top,Italy,First Tier,Birkirkara FC,"Premier League, Malta","Europe, ex. Top Leagues",Malta,First Tier,,0,126
Adama Sane,Out,No,23,Senegal,Africa,Centre-Forward,"100,000",Hellas Verona,"Serie A, Italy",Top,Italy,First Tier,Gzira Utd.,"Premier League, Malta","Europe, ex. Top Leagues",Malta,First Tier,,0,32
Eldin Lolic,Out,No,19,Bosnia-Herzegovina,Europe,Goalkeeper,"75,000",Cagliari Calcio,"Serie A, Italy",Top,Italy,First Tier,FK Tuzla City,"Premijer Liga, Bosnia-H","Europe, ex. Top Leagues",Bosnia-H,First Tier,,0,693
Wisdom Amey,Out,No,17,Italy,Europe,Centre-Back,"700,000",Bologna,"Serie A, Italy",Top,Italy,First Tier,Bologna U19,"Primavera 1, Italy","Europe, ex. Top Leagues",Italy,Youth league,,0,2606
Rok Vodisek,Out,No,24,Slovenia,Europe,Goalkeeper,"50,000",Genoa,"Serie A, Italy",Top,Italy,First Tier,NK Rogaska,"Prva Liga, Slovenia","Europe, ex. Top Leagues",Slovenia,First Tier,,0,2215
Ciprian Tatarusanu,Out,No,37,Romania,Europe,Goalkeeper,"400,000",AC Milan,"Serie A, Italy",Top,Italy,First Tier,Abha,Saudi Pro League,Asia,Saudi Arabia,First Tier,,0,506
Luka Romero,Inside,No,18,Argentina,South America,Right Winger,"3,000,000",Lazio,"Serie A, Italy",Top,Italy,First Tier,AC Milan,"Serie A, Italy",Top,Italy,First Tier,,0,1570
Juan Cuadrado,Inside,No,35,Colombia,South America,Right Midfield,"4,000,000",Juventus,"Serie A, Italy",Top,Italy,First Tier,Inter,"Serie A, Italy",Top,Italy,First Tier,,0,1304
Michel Adopo,Inside,No,22,France,Europe,Central Midfield,"1,000,000",Torino,"Serie A, Italy",Top,Italy,First Tier,Atalanta BC,"Serie A, Italy",Top,Italy,First Tier,,0,1827
Roberto Gagliardini,Inside,No,29,Italy,Europe,Central Midfield,"4,000,000",Inter,"Serie A, Italy",Top,Italy,First Tier,Monza,"Serie A, Italy",Top,Italy,First Tier,,0,2193
Lorenzo Venuti,Inside,No,28,Italy,Europe,Right-Back,"2,000,000",Fiorentina,"Serie A, Italy",Top,Italy,First Tier,Lecce,"Serie A, Italy",Top,Italy,First Tier,,0,1507
Riccardo Saponara,Inside,No,31,Italy,Europe,Attacking Midfield,"2,000,000",Fiorentina,"Serie A, Italy",Top,Italy,First Tier,Hellas Verona,"Serie A, Italy",Top,Italy,First Tier,,0,2178
Danilo D'Ambrosio,Inside,No,34,Italy,Europe,Centre-Back,"1,500,000",Inter,"Serie A, Italy",Top,Italy,First Tier,Monza,"Serie A, Italy",Top,Italy,First Tier,,0,554
